Datum von;Datum bis;Deutschland/Luxemburg [€/MWh] Berechnete Auflösungen
23.01.2024 07:00;23.01.2024 08:00;130,88
23.01.2024 08:00;23.01.2024 09:00;122,96
23.01.2024 09:00;23.01.2024 10:00;146,00
23.01.2024 10:00;23.01.2024 11:00;103,90
23.01.2024 11:00;23.01.2024 12:00;123,15
23.01.2024 12:00;23.01.2024 13:00;112,66
23.01.2024 13:00;23.01.2024 14:00;123,25
23.01.2024 14:00;23.01.2024 15:00;136,11
23.01.2024 15:00;23.01.2024 16:00;131,18
23.01.2024 16:00;23.01.2024 17:00;131,59
23.01.2024 17:00;23.01.2024 18:00;135,20
23.01.2024 18:00;23.01.2024 19:00;141,28
23.01.2024 19:00;23.01.2024 20:00;124,66
23.01.2024 20:00;23.01.2024 21:00;138,00
23.01.2024 21:00;23.01.2024 22:00;127,06
23.01.2024 22:00;23.01.2024 23:00;113,80
23.01.2024 23:00;24.01.2024 00:00;108,83
24.01.2024 00:00;24.01.2024 01:00;100,87
24.01.2024 01:00;24.01.2024 02:00;121,12
24.01.2024 02:00;24.01.2024 03:00;96,29
24.01.2024 03:00;24.01.2024 04:00;95,58
24.01.2024 04:00;24.01.2024 05:00;93,63
24.01.2024 05:00;24.01.2024 06:00;95,54
24.01.2024 06:00;24.01.2024 07:00;100,24
24.01.2024 07:00;24.01.2024 08:00;112,50
24.01.2024 08:00;24.01.2024 09:00;128,51
24.01.2024 09:00;24.01.2024 10:00;136,18
24.01.2024 10:00;24.01.2024 11:00;133,18
24.01.2024 11:00;24.01.2024 12:00;123,34
24.01.2024 12:00;24.01.2024 13:00;143,63
24.01.2024 13:00;24.01.2024 14:00;141,97
24.01.2024 14:00;24.01.2024 15:00;131,16
24.01.2024 15:00;24.01.2024 16:00;125,43
24.01.2024 16:00;24.01.2024 17:00;141,15
24.01.2024 17:00;24.01.2024 18:00;139,30
24.01.2024 18:00;24.01.2024 19:00;121,40
24.01.2024 19:00;24.01.2024 20:00;135,88
24.01.2024 20:00;24.01.2024 21:00;132,60
24.01.2024 21:00;24.01.2024 22:00;108,25
24.01.2024 22:00;24.01.2024 23:00;111,39
24.01.2024 23:00;25.01.2024 00:00;84,63
25.01.2024 00:00;25.01.2024 01:00;113,28
25.01.2024 01:00;25.01.2024 02:00;111,61
25.01.2024 02:00;25.01.2024 03:00;94,24
25.01.2024 03:00;25.01.2024 04:00;103,56
25.01.2024 04:00;25.01.2024 05:00;73,68
25.01.2024 05:00;25.01.2024 06:00;93,99
25.01.2024 06:00;25.01.2024 07:00;111,58
25.01.2024 07:00;25.01.2024 08:00;110,23
25.01.2024 08:00;25.01.2024 09:00;137,86
25.01.2024 09:00;25.01.2024 10:00;156,06
25.01.2024 10:00;25.01.2024 11:00;118,37
25.01.2024 11:00;25.01.2024 12:00;122,41
25.01.2024 12:00;25.01.2024 13:00;135,59
25.01.2024 13:00;25.01.2024 14:00;152,36
25.01.2024 14:00;25.01.2024 15:00;118,34
25.01.2024 15:00;25.01.2024 16:00;136,19
25.01.2024 16:00;25.01.2024 17:00;156,36
25.01.2024 17:00;25.01.2024 18:00;117,15
25.01.2024 18:00;25.01.2024 19:00;123,33
25.01.2024 19:00;25.01.2024 20:00;131,55
25.01.2024 20:00;25.01.2024 21:00;123,14
25.01.2024 21:00;25.01.2024 22:00;128,73
25.01.2024 22:00;25.01.2024 23:00;111,94
25.01.2024 23:00;26.01.2024 00:00;80,72
26.01.2024 00:00;26.01.2024 01:00;103,35
26.01.2024 01:00;26.01.2024 02:00;89,63
26.01.2024 02:00;26.01.2024 03:00;112,48
26.01.2024 03:00;26.01.2024 04:00;91,59
26.01.2024 04:00;26.01.2024 05:00;94,88
26.01.2024 05:00;26.01.2024 06:00;114,28
26.01.2024 06:00;26.01.2024 07:00;124,18
26.01.2024 07:00;26.01.2024 08:00;128,40
26.01.2024 08:00;26.01.2024 09:00;108,98
26.01.2024 09:00;26.01.2024 10:00;138,47
26.01.2024 10:00;26.01.2024 11:00;120,00
26.01.2024 11:00;26.01.2024 12:00;135,20
26.01.2024 12:00;26.01.2024 13:00;115,60
26.01.2024 13:00;26.01.2024 14:00;138,31
26.01.2024 14:00;26.01.2024 15:00;123,25
26.01.2024 15:00;26.01.2024 16:00;117,73
26.01.2024 16:00;26.01.2024 17:00;142,99
26.01.2024 17:00;26.01.2024 18:00;139,80
26.01.2024 18:00;26.01.2024 19:00;131,26
26.01.2024 19:00;26.01.2024 20:00;153,97
26.01.2024 20:00;26.01.2024 21:00;124,02
26.01.2024 21:00;26.01.2024 22:00;119,28
26.01.2024 22:00;26.01.2024 23:00;112,19
26.01.2024 23:00;27.01.2024 00:00;94,51
27.01.2024 00:00;27.01.2024 01:00;102,74
27.01.2024 01:00;27.01.2024 02:00;90,07
27.01.2024 02:00;27.01.2024 03:00;92,17
27.01.2024 03:00;27.01.2024 04:00;115,39
27.01.2024 04:00;27.01.2024 05:00;89,95
27.01.2024 05:00;27.01.2024 06:00;78,75
27.01.2024 06:00;27.01.2024 07:00;134,28
27.01.2024 07:00;27.01.2024 08:00;153,53
27.01.2024 08:00;27.01.2024 09:00;124,26
27.01.2024 09:00;27.01.2024 10:00;108,69
27.01.2024 10:00;27.01.2024 11:00;128,61
27.01.2024 11:00;27.01.2024 12:00;128,86
27.01.2024 12:00;27.01.2024 13:00;130,32
27.01.2024 13:00;27.01.2024 14:00;119,51
27.01.2024 14:00;27.01.2024 15:00;139,80
27.01.2024 15:00;27.01.2024 16:00;139,33
27.01.2024 16:00;27.01.2024 17:00;116,41
27.01.2024 17:00;27.01.2024 18:00;145,20
27.01.2024 18:00;27.01.2024 19:00;163,17
27.01.2024 19:00;27.01.2024 20:00;138,53
27.01.2024 20:00;27.01.2024 21:00;125,18
27.01.2024 21:00;27.01.2024 22:00;117,11
27.01.2024 22:00;27.01.2024 23:00;116,27
27.01.2024 23:00;28.01.2024 00:00;81,09
28.01.2024 00:00;28.01.2024 01:00;98,96
28.01.2024 01:00;28.01.2024 02:00;91,69
28.01.2024 02:00;28.01.2024 03:00;119,19
28.01.2024 03:00;28.01.2024 04:00;96,85
28.01.2024 04:00;28.01.2024 05:00;122,36
28.01.2024 05:00;28.01.2024 06:00;94,36
28.01.2024 06:00;28.01.2024 07:00;121,90
28.01.2024 07:00;28.01.2024 08:00;126,67
28.01.2024 08:00;28.01.2024 09:00;118,61
28.01.2024 09:00;28.01.2024 10:00;133,97
28.01.2024 10:00;28.01.2024 11:00;146,79
28.01.2024 11:00;28.01.2024 12:00;128,32
28.01.2024 12:00;28.01.2024 13:00;112,20
28.01.2024 13:00;28.01.2024 14:00;132,57
28.01.2024 14:00;28.01.2024 15:00;121,93
28.01.2024 15:00;28.01.2024 16:00;128,84
28.01.2024 16:00;28.01.2024 17:00;133,27
28.01.2024 17:00;28.01.2024 18:00;116,25
28.01.2024 18:00;28.01.2024 19:00;119,06
28.01.2024 19:00;28.01.2024 20:00;142,16
28.01.2024 20:00;28.01.2024 21:00;122,86
28.01.2024 21:00;28.01.2024 22:00;87,94
28.01.2024 22:00;28.01.2024 23:00;118,21
28.01.2024 23:00;29.01.2024 00:00;105,03
29.01.2024 00:00;29.01.2024 01:00;88,32
29.01.2024 01:00;29.01.2024 02:00;80,48
29.01.2024 02:00;29.01.2024 03:00;106,95
29.01.2024 03:00;29.01.2024 04:00;103,04
29.01.2024 04:00;29.01.2024 05:00;130,84
29.01.2024 05:00;29.01.2024 06:00;112,55
29.01.2024 06:00;29.01.2024 07:00;119,41
29.01.2024 07:00;29.01.2024 08:00;120,74
29.01.2024 08:00;29.01.2024 09:00;138,74
29.01.2024 09:00;29.01.2024 10:00;139,24
29.01.2024 10:00;29.01.2024 11:00;147,16
29.01.2024 11:00;29.01.2024 12:00;125,85
29.01.2024 12:00;29.01.2024 13:00;127,18
29.01.2024 13:00;29.01.2024 14:00;126,93
29.01.2024 14:00;29.01.2024 15:00;142,15
29.01.2024 15:00;29.01.2024 16:00;150,83
29.01.2024 16:00;29.01.2024 17:00;128,64
29.01.2024 17:00;29.01.2024 18:00;131,52
29.01.2024 18:00;29.01.2024 19:00;142,12
29.01.2024 19:00;29.01.2024 20:00;133,33
29.01.2024 20:00;29.01.2024 21:00;140,46
29.01.2024 21:00;29.01.2024 22:00;91,60
29.01.2024 22:00;29.01.2024 23:00;98,77
29.01.2024 23:00;30.01.2024 00:00;92,28
30.01.2024 00:00;30.01.2024 01:00;68,94
30.01.2024 01:00;30.01.2024 02:00;84,61
30.01.2024 02:00;30.01.2024 03:00;85,83
30.01.2024 03:00;30.01.2024 04:00;96,32
30.01.2024 04:00;30.01.2024 05:00;115,49
30.01.2024 05:00;30.01.2024 06:00;104,46
30.01.2024 06:00;30.01.2024 07:00;102,28
30.01.2024 07:00;30.01.2024 08:00;121,95
30.01.2024 08:00;30.01.2024 09:00;141,42
30.01.2024 09:00;30.01.2024 10:00;119,92
30.01.2024 10:00;30.01.2024 11:00;121,11
30.01.2024 11:00;30.01.2024 12:00;138,70
30.01.2024 12:00;30.01.2024 13:00;129,64
30.01.2024 13:00;30.01.2024 14:00;140,34
30.01.2024 14:00;30.01.2024 15:00;132,39
30.01.2024 15:00;30.01.2024 16:00;141,16
30.01.2024 16:00;30.01.2024 17:00;121,62
30.01.2024 17:00;30.01.2024 18:00;136,37
30.01.2024 18:00;30.01.2024 19:00;135,72
30.01.2024 19:00;30.01.2024 20:00;121,58
30.01.2024 20:00;30.01.2024 21:00;110,17
30.01.2024 21:00;30.01.2024 22:00;126,74
30.01.2024 22:00;30.01.2024 23:00;104,37
30.01.2024 23:00;31.01.2024 00:00;89,29
31.01.2024 00:00;31.01.2024 01:00;95,52
31.01.2024 01:00;31.01.2024 02:00;109,60
31.01.2024 02:00;31.01.2024 03:00;69,33
31.01.2024 03:00;31.01.2024 04:00;80,66
31.01.2024 04:00;31.01.2024 05:00;90,95
31.01.2024 05:00;31.01.2024 06:00;124,82
31.01.2024 06:00;31.01.2024 07:00;117,92
31.01.2024 07:00;31.01.2024 08:00;131,73
31.01.2024 08:00;31.01.2024 09:00;115,03
31.01.2024 09:00;31.01.2024 10:00;118,09
31.01.2024 10:00;31.01.2024 11:00;137,29
31.01.2024 11:00;31.01.2024 12:00;132,58
31.01.2024 12:00;31.01.2024 13:00;138,77
31.01.2024 13:00;31.01.2024 14:00;130,21
31.01.2024 14:00;31.01.2024 15:00;135,77
31.01.2024 15:00;31.01.2024 16:00;134,52
31.01.2024 16:00;31.01.2024 17:00;143,26
31.01.2024 17:00;31.01.2024 18:00;146,09
31.01.2024 18:00;31.01.2024 19:00;118,69
31.01.2024 19:00;31.01.2024 20:00;109,09
31.01.2024 20:00;31.01.2024 21:00;140,83
31.01.2024 21:00;31.01.2024 22:00;132,65
31.01.2024 22:00;31.01.2024 23:00;96,22
31.01.2024 23:00;01.02.2024 00:00;79,13
01.02.2024 00:00;01.02.2024 01:00;97,74
01.02.2024 01:00;01.02.2024 02:00;107,11
01.02.2024 02:00;01.02.2024 03:00;118,15
01.02.2024 03:00;01.02.2024 04:00;104,70
01.02.2024 04:00;01.02.2024 05:00;97,44
01.02.2024 05:00;01.02.2024 06:00;96,45
01.02.2024 06:00;01.02.2024 07:00;114,55
01.02.2024 07:00;01.02.2024 08:00;118,81
01.02.2024 08:00;01.02.2024 09:00;116,42
01.02.2024 09:00;01.02.2024 10:00;155,99
01.02.2024 10:00;01.02.2024 11:00;153,22
01.02.2024 11:00;01.02.2024 12:00;145,40
01.02.2024 12:00;01.02.2024 13:00;121,02
01.02.2024 13:00;01.02.2024 14:00;142,60
01.02.2024 14:00;01.02.2024 15:00;139,99
01.02.2024 15:00;01.02.2024 16:00;137,82
01.02.2024 16:00;01.02.2024 17:00;148,80
01.02.2024 17:00;01.02.2024 18:00;143,91
01.02.2024 18:00;01.02.2024 19:00;146,89
01.02.2024 19:00;01.02.2024 20:00;143,58
01.02.2024 20:00;01.02.2024 21:00;132,78
01.02.2024 21:00;01.02.2024 22:00;96,88
01.02.2024 22:00;01.02.2024 23:00;109,36
01.02.2024 23:00;02.02.2024 00:00;94,65
02.02.2024 00:00;02.02.2024 01:00;81,06
02.02.2024 01:00;02.02.2024 02:00;115,99
02.02.2024 02:00;02.02.2024 03:00;117,20
02.02.2024 03:00;02.02.2024 04:00;114,69
02.02.2024 04:00;02.02.2024 05:00;104,84
02.02.2024 05:00;02.02.2024 06:00;123,25
02.02.2024 06:00;02.02.2024 07:00;114,43
02.02.2024 07:00;02.02.2024 08:00;124,71
02.02.2024 08:00;02.02.2024 09:00;115,35
02.02.2024 09:00;02.02.2024 10:00;136,04
02.02.2024 10:00;02.02.2024 11:00;132,40
02.02.2024 11:00;02.02.2024 12:00;116,00
02.02.2024 12:00;02.02.2024 13:00;131,32
02.02.2024 13:00;02.02.2024 14:00;131,25
02.02.2024 14:00;02.02.2024 15:00;153,76
02.02.2024 15:00;02.02.2024 16:00;143,11
02.02.2024 16:00;02.02.2024 17:00;133,82
02.02.2024 17:00;02.02.2024 18:00;139,14
02.02.2024 18:00;02.02.2024 19:00;138,41
02.02.2024 19:00;02.02.2024 20:00;133,37
02.02.2024 20:00;02.02.2024 21:00;115,58
02.02.2024 21:00;02.02.2024 22:00;116,34
02.02.2024 22:00;02.02.2024 23:00;99,27
02.02.2024 23:00;03.02.2024 00:00;86,19
03.02.2024 00:00;03.02.2024 01:00;102,42
03.02.2024 01:00;03.02.2024 02:00;100,37
03.02.2024 02:00;03.02.2024 03:00;74,87
03.02.2024 03:00;03.02.2024 04:00;96,77
03.02.2024 04:00;03.02.2024 05:00;113,59
03.02.2024 05:00;03.02.2024 06:00;119,62
03.02.2024 06:00;03.02.2024 07:00;126,46
03.02.2024 07:00;03.02.2024 08:00;122,61
03.02.2024 08:00;03.02.2024 09:00;118,19
03.02.2024 09:00;03.02.2024 10:00;118,14
03.02.2024 10:00;03.02.2024 11:00;135,67
03.02.2024 11:00;03.02.2024 12:00;136,05
03.02.2024 12:00;03.02.2024 13:00;147,25
03.02.2024 13:00;03.02.2024 14:00;145,27
03.02.2024 14:00;03.02.2024 15:00;130,47
03.02.2024 15:00;03.02.2024 16:00;117,31
03.02.2024 16:00;03.02.2024 17:00;129,72
03.02.2024 17:00;03.02.2024 18:00;138,63
03.02.2024 18:00;03.02.2024 19:00;135,32
03.02.2024 19:00;03.02.2024 20:00;128,74
03.02.2024 20:00;03.02.2024 21:00;131,47
03.02.2024 21:00;03.02.2024 22:00;111,97
03.02.2024 22:00;03.02.2024 23:00;100,55
03.02.2024 23:00;04.02.2024 00:00;104,80
04.02.2024 00:00;04.02.2024 01:00;91,32
04.02.2024 01:00;04.02.2024 02:00;98,47
04.02.2024 02:00;04.02.2024 03:00;99,45
04.02.2024 03:00;04.02.2024 04:00;84,43
04.02.2024 04:00;04.02.2024 05:00;95,72
04.02.2024 05:00;04.02.2024 06:00;124,02
04.02.2024 06:00;04.02.2024 07:00;100,06
04.02.2024 07:00;04.02.2024 08:00;96,60
04.02.2024 08:00;04.02.2024 09:00;105,85
04.02.2024 09:00;04.02.2024 10:00;131,35
04.02.2024 10:00;04.02.2024 11:00;131,77
04.02.2024 11:00;04.02.2024 12:00;129,95
04.02.2024 12:00;04.02.2024 13:00;146,23
04.02.2024 13:00;04.02.2024 14:00;99,86
04.02.2024 14:00;04.02.2024 15:00;136,66
04.02.2024 15:00;04.02.2024 16:00;150,84
04.02.2024 16:00;04.02.2024 17:00;119,87
04.02.2024 17:00;04.02.2024 18:00;131,32
04.02.2024 18:00;04.02.2024 19:00;128,57
04.02.2024 19:00;04.02.2024 20:00;124,80
04.02.2024 20:00;04.02.2024 21:00;124,37
04.02.2024 21:00;04.02.2024 22:00;135,01
04.02.2024 22:00;04.02.2024 23:00;130,00
04.02.2024 23:00;05.02.2024 00:00;96,89
05.02.2024 00:00;05.02.2024 01:00;118,86
05.02.2024 01:00;05.02.2024 02:00;95,81
05.02.2024 02:00;05.02.2024 03:00;117,07
05.02.2024 03:00;05.02.2024 04:00;96,83
05.02.2024 04:00;05.02.2024 05:00;102,92
05.02.2024 05:00;05.02.2024 06:00;111,00
05.02.2024 06:00;05.02.2024 07:00;152,01
05.02.2024 07:00;05.02.2024 08:00;132,06
05.02.2024 08:00;05.02.2024 09:00;119,56
05.02.2024 09:00;05.02.2024 10:00;142,48
05.02.2024 10:00;05.02.2024 11:00;126,91
05.02.2024 11:00;05.02.2024 12:00;125,33
05.02.2024 12:00;05.02.2024 13:00;142,42
05.02.2024 13:00;05.02.2024 14:00;132,16
05.02.2024 14:00;05.02.2024 15:00;135,11
05.02.2024 15:00;05.02.2024 16:00;132,12
05.02.2024 16:00;05.02.2024 17:00;137,29
05.02.2024 17:00;05.02.2024 18:00;140,83
05.02.2024 18:00;05.02.2024 19:00;114,21
05.02.2024 19:00;05.02.2024 20:00;143,38
05.02.2024 20:00;05.02.2024 21:00;116,36
05.02.2024 21:00;05.02.2024 22:00;100,42
05.02.2024 22:00;05.02.2024 23:00;107,10
05.02.2024 23:00;06.02.2024 00:00;101,78
06.02.2024 00:00;06.02.2024 01:00;87,52
06.02.2024 01:00;06.02.2024 02:00;105,20
06.02.2024 02:00;06.02.2024 03:00;79,76
06.02.2024 03:00;06.02.2024 04:00;92,91
06.02.2024 04:00;06.02.2024 05:00;94,18
06.02.2024 05:00;06.02.2024 06:00;105,90
06.02.2024 06:00;06.02.2024 07:00;117,05
06.02.2024 07:00;06.02.2024 08:00;109,60
06.02.2024 08:00;06.02.2024 09:00;136,58
06.02.2024 09:00;06.02.2024 10:00;131,45
06.02.2024 10:00;06.02.2024 11:00;108,39
06.02.2024 11:00;06.02.2024 12:00;107,55
06.02.2024 12:00;06.02.2024 13:00;131,21
06.02.2024 13:00;06.02.2024 14:00;128,98
06.02.2024 14:00;06.02.2024 15:00;130,37
06.02.2024 15:00;06.02.2024 16:00;131,46
06.02.2024 16:00;06.02.2024 17:00;135,81
06.02.2024 17:00;06.02.2024 18:00;146,94
06.02.2024 18:00;06.02.2024 19:00;123,97
06.02.2024 19:00;06.02.2024 20:00;121,16
06.02.2024 20:00;06.02.2024 21:00;114,86
06.02.2024 21:00;06.02.2024 22:00;121,04
06.02.2024 22:00;06.02.2024 23:00;122,58
06.02.2024 23:00;07.02.2024 00:00;95,44
07.02.2024 00:00;07.02.2024 01:00;65,66
07.02.2024 01:00;07.02.2024 02:00;74,62
07.02.2024 02:00;07.02.2024 03:00;85,71
07.02.2024 03:00;07.02.2024 04:00;90,94
07.02.2024 04:00;07.02.2024 05:00;96,13
07.02.2024 05:00;07.02.2024 06:00;106,76
07.02.2024 06:00;07.02.2024 07:00;109,80
07.02.2024 07:00;07.02.2024 08:00;134,12
07.02.2024 08:00;07.02.2024 09:00;119,61
07.02.2024 09:00;07.02.2024 10:00;120,18
07.02.2024 10:00;07.02.2024 11:00;136,68
07.02.2024 11:00;07.02.2024 12:00;112,47
07.02.2024 12:00;07.02.2024 13:00;135,87
07.02.2024 13:00;07.02.2024 14:00;132,70
07.02.2024 14:00;07.02.2024 15:00;129,67
07.02.2024 15:00;07.02.2024 16:00;150,69
07.02.2024 16:00;07.02.2024 17:00;125,47
07.02.2024 17:00;07.02.2024 18:00;160,13
07.02.2024 18:00;07.02.2024 19:00;134,43
07.02.2024 19:00;07.02.2024 20:00;119,74
07.02.2024 20:00;07.02.2024 21:00;128,66
07.02.2024 21:00;07.02.2024 22:00;104,49
07.02.2024 22:00;07.02.2024 23:00;98,46
07.02.2024 23:00;08.02.2024 00:00;105,22
08.02.2024 00:00;08.02.2024 01:00;102,18
08.02.2024 01:00;08.02.2024 02:00;87,43
08.02.2024 02:00;08.02.2024 03:00;107,38
08.02.2024 03:00;08.02.2024 04:00;111,35
08.02.2024 04:00;08.02.2024 05:00;118,10
08.02.2024 05:00;08.02.2024 06:00;112,48
08.02.2024 06:00;08.02.2024 07:00;129,73
08.02.2024 07:00;08.02.2024 08:00;98,79
08.02.2024 08:00;08.02.2024 09:00;123,74
08.02.2024 09:00;08.02.2024 10:00;119,96
08.02.2024 10:00;08.02.2024 11:00;132,19
08.02.2024 11:00;08.02.2024 12:00;123,87
08.02.2024 12:00;08.02.2024 13:00;129,03
08.02.2024 13:00;08.02.2024 14:00;153,88
08.02.2024 14:00;08.02.2024 15:00;129,24
08.02.2024 15:00;08.02.2024 16:00;136,43
08.02.2024 16:00;08.02.2024 17:00;129,98
08.02.2024 17:00;08.02.2024 18:00;136,15
08.02.2024 18:00;08.02.2024 19:00;137,04
08.02.2024 19:00;08.02.2024 20:00;140,28
08.02.2024 20:00;08.02.2024 21:00;141,64
08.02.2024 21:00;08.02.2024 22:00;137,01
08.02.2024 22:00;08.02.2024 23:00;111,03
08.02.2024 23:00;09.02.2024 00:00;107,36
09.02.2024 00:00;09.02.2024 01:00;81,52
09.02.2024 01:00;09.02.2024 02:00;93,67
09.02.2024 02:00;09.02.2024 03:00;106,64
09.02.2024 03:00;09.02.2024 04:00;107,68
09.02.2024 04:00;09.02.2024 05:00;103,23
09.02.2024 05:00;09.02.2024 06:00;116,59
09.02.2024 06:00;09.02.2024 07:00;119,09
09.02.2024 07:00;09.02.2024 08:00;135,59
09.02.2024 08:00;09.02.2024 09:00;130,85
09.02.2024 09:00;09.02.2024 10:00;125,92
09.02.2024 10:00;09.02.2024 11:00;134,61
09.02.2024 11:00;09.02.2024 12:00;95,38
09.02.2024 12:00;09.02.2024 13:00;135,44
09.02.2024 13:00;09.02.2024 14:00;87,34
09.02.2024 14:00;09.02.2024 15:00;110,42
09.02.2024 15:00;09.02.2024 16:00;136,71
09.02.2024 16:00;09.02.2024 17:00;138,32
09.02.2024 17:00;09.02.2024 18:00;121,11
09.02.2024 18:00;09.02.2024 19:00;128,25
09.02.2024 19:00;09.02.2024 20:00;151,17
09.02.2024 20:00;09.02.2024 21:00;121,67
09.02.2024 21:00;09.02.2024 22:00;143,98
09.02.2024 22:00;09.02.2024 23:00;107,11
09.02.2024 23:00;10.02.2024 00:00;105,01
10.02.2024 00:00;10.02.2024 01:00;114,55
10.02.2024 01:00;10.02.2024 02:00;96,11
10.02.2024 02:00;10.02.2024 03:00;83,15
10.02.2024 03:00;10.02.2024 04:00;95,79
10.02.2024 04:00;10.02.2024 05:00;100,08
10.02.2024 05:00;10.02.2024 06:00;89,39
10.02.2024 06:00;10.02.2024 07:00;109,94
10.02.2024 07:00;10.02.2024 08:00;112,10
10.02.2024 08:00;10.02.2024 09:00;138,29
10.02.2024 09:00;10.02.2024 10:00;130,42
10.02.2024 10:00;10.02.2024 11:00;127,01
10.02.2024 11:00;10.02.2024 12:00;129,09
10.02.2024 12:00;10.02.2024 13:00;133,34
10.02.2024 13:00;10.02.2024 14:00;138,34
10.02.2024 14:00;10.02.2024 15:00;118,92
10.02.2024 15:00;10.02.2024 16:00;118,61
10.02.2024 16:00;10.02.2024 17:00;145,66
10.02.2024 17:00;10.02.2024 18:00;129,93
10.02.2024 18:00;10.02.2024 19:00;119,61
10.02.2024 19:00;10.02.2024 20:00;139,86
10.02.2024 20:00;10.02.2024 21:00;132,85
10.02.2024 21:00;10.02.2024 22:00;98,51
10.02.2024 22:00;10.02.2024 23:00;109,71
10.02.2024 23:00;11.02.2024 00:00;108,75
11.02.2024 00:00;11.02.2024 01:00;99,45
11.02.2024 01:00;11.02.2024 02:00;101,93
11.02.2024 02:00;11.02.2024 03:00;78,13
11.02.2024 03:00;11.02.2024 04:00;100,89
11.02.2024 04:00;11.02.2024 05:00;96,68
11.02.2024 05:00;11.02.2024 06:00;99,79
11.02.2024 06:00;11.02.2024 07:00;123,27
11.02.2024 07:00;11.02.2024 08:00;138,56
11.02.2024 08:00;11.02.2024 09:00;148,54
11.02.2024 09:00;11.02.2024 10:00;145,59
11.02.2024 10:00;11.02.2024 11:00;128,89
11.02.2024 11:00;11.02.2024 12:00;134,41
11.02.2024 12:00;11.02.2024 13:00;139,68
11.02.2024 13:00;11.02.2024 14:00;132,20
11.02.2024 14:00;11.02.2024 15:00;132,30
11.02.2024 15:00;11.02.2024 16:00;140,80
11.02.2024 16:00;11.02.2024 17:00;131,51
11.02.2024 17:00;11.02.2024 18:00;125,94
11.02.2024 18:00;11.02.2024 19:00;131,45
11.02.2024 19:00;11.02.2024 20:00;141,95
11.02.2024 20:00;11.02.2024 21:00;127,14
11.02.2024 21:00;11.02.2024 22:00;120,77
11.02.2024 22:00;11.02.2024 23:00;114,80
11.02.2024 23:00;12.02.2024 00:00;95,24
12.02.2024 00:00;12.02.2024 01:00;103,84
12.02.2024 01:00;12.02.2024 02:00;98,70
12.02.2024 02:00;12.02.2024 03:00;79,97
12.02.2024 03:00;12.02.2024 04:00;114,03
12.02.2024 04:00;12.02.2024 05:00;94,11
12.02.2024 05:00;12.02.2024 06:00;85,52
12.02.2024 06:00;12.02.2024 07:00;100,09
12.02.2024 07:00;12.02.2024 08:00;108,36
12.02.2024 08:00;12.02.2024 09:00;127,44
12.02.2024 09:00;12.02.2024 10:00;126,33
12.02.2024 10:00;12.02.2024 11:00;125,97
12.02.2024 11:00;12.02.2024 12:00;137,42
12.02.2024 12:00;12.02.2024 13:00;134,36
12.02.2024 13:00;12.02.2024 14:00;134,34
12.02.2024 14:00;12.02.2024 15:00;135,45
12.02.2024 15:00;12.02.2024 16:00;138,11
12.02.2024 16:00;12.02.2024 17:00;106,73
12.02.2024 17:00;12.02.2024 18:00;130,12
12.02.2024 18:00;12.02.2024 19:00;110,06
12.02.2024 19:00;12.02.2024 20:00;134,58
12.02.2024 20:00;12.02.2024 21:00;126,85
12.02.2024 21:00;12.02.2024 22:00;129,04
12.02.2024 22:00;12.02.2024 23:00;120,82
12.02.2024 23:00;13.02.2024 00:00;101,97
13.02.2024 00:00;13.02.2024 01:00;88,56
13.02.2024 01:00;13.02.2024 02:00;99,77
13.02.2024 02:00;13.02.2024 03:00;88,25
13.02.2024 03:00;13.02.2024 04:00;96,50
13.02.2024 04:00;13.02.2024 05:00;111,75
13.02.2024 05:00;13.02.2024 06:00;98,49
13.02.2024 06:00;13.02.2024 07:00;122,09
13.02.2024 07:00;13.02.2024 08:00;128,54
13.02.2024 08:00;13.02.2024 09:00;115,15
13.02.2024 09:00;13.02.2024 10:00;141,10
13.02.2024 10:00;13.02.2024 11:00;138,19
13.02.2024 11:00;13.02.2024 12:00;131,00
13.02.2024 12:00;13.02.2024 13:00;120,93
13.02.2024 13:00;13.02.2024 14:00;120,04
13.02.2024 14:00;13.02.2024 15:00;123,88
13.02.2024 15:00;13.02.2024 16:00;137,03
13.02.2024 16:00;13.02.2024 17:00;120,35
13.02.2024 17:00;13.02.2024 18:00;139,54
13.02.2024 18:00;13.02.2024 19:00;121,12
13.02.2024 19:00;13.02.2024 20:00;131,50
13.02.2024 20:00;13.02.2024 21:00;128,02
13.02.2024 21:00;13.02.2024 22:00;145,63
13.02.2024 22:00;13.02.2024 23:00;89,84
13.02.2024 23:00;14.02.2024 00:00;117,00
14.02.2024 00:00;14.02.2024 01:00;96,15
14.02.2024 01:00;14.02.2024 02:00;98,68
14.02.2024 02:00;14.02.2024 03:00;95,80
14.02.2024 03:00;14.02.2024 04:00;101,64
14.02.2024 04:00;14.02.2024 05:00;97,86
14.02.2024 05:00;14.02.2024 06:00;122,42
14.02.2024 06:00;14.02.2024 07:00;106,74
14.02.2024 07:00;14.02.2024 08:00;133,79
14.02.2024 08:00;14.02.2024 09:00;118,67
14.02.2024 09:00;14.02.2024 10:00;128,48
14.02.2024 10:00;14.02.2024 11:00;116,74
14.02.2024 11:00;14.02.2024 12:00;135,03
14.02.2024 12:00;14.02.2024 13:00;147,21
14.02.2024 13:00;14.02.2024 14:00;129,21
14.02.2024 14:00;14.02.2024 15:00;127,76
